Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
266,Exit short,2025-09-22 19:00,Long,24986.5,1,499765,35,0.01,285,0.06,-280,-0.06,12490,1.25
266,Entry short,2025-09-22 16:15,Short,24988.25,1,499765,35,0.01,285,0.06,-280,-0.06,12490,1.25
267,Exit long,2025-09-23 00:45,Short,24987.75,1,499730,25,0.01,425,0.09,-180,-0.04,12515,1.25
267,Entry long,2025-09-22 19:00,Long,24986.5,1,499730,25,0.01,425,0.09,-180,-0.04,12515,1.25
268,Exit short,2025-09-23 01:15,Long,24999.5,1,499755,-235,-0.05,85,0.02,-285,-0.06,12280,1.23
268,Entry short,2025-09-23 00:45,Short,24987.75,1,499755,-235,-0.05,85,0.02,-285,-0.06,12280,1.23
269,Exit long,2025-09-23 06:45,Short,25000.5,1,499990,20,0.00,530,0.11,-390,-0.08,12300,1.23
269,Entry long,2025-09-23 01:15,Long,24999.5,1,499990,20,0.00,530,0.11,-390,-0.08,12300,1.23
270,Exit short,2025-09-23 07:45,Long,25000.25,1,500010,5,0.00,550,0.11,-70,-0.01,12305,1.23
270,Entry short,2025-09-23 06:45,Short,25000.5,1,500010,5,0.00,550,0.11,-70,-0.01,12305,1.23
271,Exit long,2025-09-23 09:30,Long X,24943.5,1,500005,-1135,-0.23,215,0.04,-1135,-0.23,11170,1.12
271,Entry long,2025-09-23 07:45,Long,25000.25,1,500005,-1135,-0.23,215,0.04,-1135,-0.23,11170,1.12
272,Exit short,2025-09-23 11:15,Long,24958.5,1,498800,-370,-0.07,210,0.04,-705,-0.14,10800,1.08
272,Entry short,2025-09-23 09:45,Short,24940,1,498800,-370,-0.07,210,0.04,-705,-0.14,10800,1.08
273,Exit long,2025-09-23 12:15,Short,24931.25,1,499170,-545,-0.11,85,0.02,-870,-0.17,10255,1.03
273,Entry long,2025-09-23 11:15,Long,24958.5,1,499170,-545,-0.11,85,0.02,-870,-0.17,10255,1.03
274,Exit short,2025-09-23 16:15,Long,24828.5,1,498625,2055,0.41,3015,0.60,-415,-0.08,12310,1.23
274,Entry short,2025-09-23 12:15,Short,24931.25,1,498625,2055,0.41,3015,0.60,-415,-0.08,12310,1.23
275,Exit long,2025-09-23 19:45,Short,24841.25,1,496570,255,0.05,690,0.14,-60,-0.01,12565,1.26
275,Entry long,2025-09-23 16:15,Long,24828.5,1,496570,255,0.05,690,0.14,-60,-0.01,12565,1.26
276,Exit short,2025-09-23 23:00,Long,24839.5,1,496825,35,0.01,615,0.12,-115,-0.02,12600,1.26
276,Entry short,2025-09-23 19:45,Short,24841.25,1,496825,35,0.01,615,0.12,-115,-0.02,12600,1.26
277,Exit long,2025-09-24 08:00,Short,24892,1,496790,1050,0.21,1480,0.30,-140,-0.03,13650,1.37
277,Entry long,2025-09-23 23:00,Long,24839.5,1,496790,1050,0.21,1480,0.30,-140,-0.03,13650,1.37
278,Exit short,2025-09-24 13:45,Long,24709.75,1,497840,3645,0.73,5300,1.06,-145,-0.03,17295,1.73
278,Entry short,2025-09-24 08:00,Short,24892,1,497840,3645,0.73,5300,1.06,-145,-0.03,17295,1.73
279,Exit long,2025-09-24 19:15,Short,24743.75,1,494195,680,0.14,900,0.18,-540,-0.11,17975,1.80
279,Entry long,2025-09-24 13:45,Long,24709.75,1,494195,680,0.14,900,0.18,-540,-0.11,17975,1.80
280,Exit short,2025-09-24 20:00,Long,24770.5,1,494875,-535,-0.11,70,0.01,-680,-0.14,17440,1.74
280,Entry short,2025-09-24 19:15,Short,24743.75,1,494875,-535,-0.11,70,0.01,-680,-0.14,17440,1.74
281,Exit long,2025-09-24 23:45,Short,24785.25,1,495410,295,0.06,460,0.09,-110,-0.02,17735,1.77
281,Entry long,2025-09-24 20:00,Long,24770.5,1,495410,295,0.06,460,0.09,-110,-0.02,17735,1.77
282,Exit short,2025-09-25 04:00,Long,24760.25,1,495705,500,0.10,1820,0.37,-65,-0.01,18235,1.82
282,Entry short,2025-09-24 23:45,Short,24785.25,1,495705,500,0.10,1820,0.37,-65,-0.01,18235,1.82
283,Exit long,2025-09-25 05:30,Short,24703.75,1,495205,-1130,-0.23,30,0.01,-1135,-0.23,17105,1.71
283,Entry long,2025-09-25 04:00,Long,24760.25,1,495205,-1130,-0.23,30,0.01,-1135,-0.23,17105,1.71
284,Exit short,2025-09-25 10:45,Long,24635.25,1,494075,1370,0.28,5625,1.14,-200,-0.04,18475,1.85
284,Entry short,2025-09-25 05:30,Short,24703.75,1,494075,1370,0.28,5625,1.14,-200,-0.04,18475,1.85
285,Exit long,2025-09-25 13:00,Short,24627.5,1,492705,-155,-0.03,1230,0.25,-1030,-0.21,18320,1.83
285,Entry long,2025-09-25 10:45,Long,24635.25,1,492705,-155,-0.03,1230,0.25,-1030,-0.21,18320,1.83
286,Exit short,2025-09-25 15:00,Long,24615.75,1,492550,235,0.05,3480,0.71,-255,-0.05,18555,1.86
286,Entry short,2025-09-25 13:00,Short,24627.5,1,492550,235,0.05,3480,0.71,-255,-0.05,18555,1.86
287,Exit long,2025-09-25 19:00,Short,24634,1,492315,365,0.07,990,0.20,-475,-0.10,18920,1.89
287,Entry long,2025-09-25 15:00,Long,24615.75,1,492315,365,0.07,990,0.20,-475,-0.10,18920,1.89
288,Exit short,2025-09-26 00:30,Long,24600.5,1,492680,670,0.14,1205,0.24,-95,-0.02,19590,1.96
288,Entry short,2025-09-25 19:00,Short,24634,1,492680,670,0.14,1205,0.24,-95,-0.02,19590,1.96
289,Exit long,2025-09-26 04:30,Short,24621.25,1,492010,415,0.08,1435,0.29,-460,-0.09,20005,2.00
289,Entry long,2025-09-26 00:30,Long,24600.5,1,492010,415,0.08,1435,0.29,-460,-0.09,20005,2.00
290,Exit short,2025-09-26 07:30,Long,24629.5,1,492425,-165,-0.03,1040,0.21,-310,-0.06,19840,1.98
290,Entry short,2025-09-26 04:30,Short,24621.25,1,492425,-165,-0.03,1040,0.21,-310,-0.06,19840,1.98
291,Exit long,2025-09-26 10:45,Short,24565,1,492590,-1290,-0.26,2360,0.48,-2190,-0.44,18550,1.86
291,Entry long,2025-09-26 07:30,Long,24629.5,1,492590,-1290,-0.26,2360,0.48,-2190,-0.44,18550,1.86
292,Exit short,2025-09-26 11:30,Long,24606.5,1,491300,-830,-0.17,385,0.08,-1430,-0.29,17720,1.77
292,Entry short,2025-09-26 10:45,Short,24565,1,491300,-830,-0.17,385,0.08,-1430,-0.29,17720,1.77
293,Exit long,2025-09-29 07:15,Short,24859.5,1,492130,5060,1.03,5915,1.20,-765,-0.16,22780,2.28
293,Entry long,2025-09-26 11:30,Long,24606.5,1,492130,5060,1.03,5915,1.20,-765,-0.16,22780,2.28
294,Exit short,2025-09-29 08:00,Long,24884,1,497190,-490,-0.10,115,0.02,-540,-0.11,22290,2.23
294,Entry short,2025-09-29 07:15,Short,24859.5,1,497190,-490,-0.10,115,0.02,-540,-0.11,22290,2.23
295,Exit long,2025-09-29 11:30,Short,24866.75,1,497680,-345,-0.07,1830,0.37,-885,-0.18,21945,2.19
295,Entry long,2025-09-29 08:00,Long,24884,1,497680,-345,-0.07,1830,0.37,-885,-0.18,21945,2.19
296,Exit short,2025-09-29 14:30,Long,24844.75,1,497335,440,0.09,1330,0.27,-65,-0.01,22385,2.24
296,Entry short,2025-09-29 11:30,Short,24866.75,1,497335,440,0.09,1330,0.27,-65,-0.01,22385,2.24
297,Exit long,2025-09-29 15:15,Short,24808.25,1,496895,-730,-0.15,150,0.03,-1285,-0.26,21655,2.17
297,Entry long,2025-09-29 14:30,Long,24844.75,1,496895,-730,-0.15,150,0.03,-1285,-0.26,21655,2.17
298,Exit short,2025-09-29 16:00,Long,24829.5,1,496165,-425,-0.09,160,0.03,-800,-0.16,21230,2.12
298,Entry short,2025-09-29 15:15,Short,24808.25,1,496165,-425,-0.09,160,0.03,-800,-0.16,21230,2.12
299,Exit long,2025-09-29 16:45,Short,24811.25,1,496590,-365,-0.07,55,0.01,-485,-0.10,20865,2.09
299,Entry long,2025-09-29 16:00,Long,24829.5,1,496590,-365,-0.07,55,0.01,-485,-0.10,20865,2.09
300,Exit short,2025-09-29 18:45,Long,24833.75,1,496225,-450,-0.09,70,0.01,-530,-0.11,20415,2.04
300,Entry short,2025-09-29 16:45,Short,24811.25,1,496225,-450,-0.09,70,0.01,-530,-0.11,20415,2.04
301,Exit long,2025-09-30 00:30,Short,24829.75,1,496675,-80,-0.02,460,0.09,-560,-0.11,20335,2.03
301,Entry long,2025-09-29 18:45,Long,24833.75,1,496675,-80,-0.02,460,0.09,-560,-0.11,20335,2.03
302,Exit short,2025-09-30 07:15,Long,24805.25,1,496595,490,0.10,1500,0.30,-515,-0.10,20825,2.08
302,Entry short,2025-09-30 00:30,Short,24829.75,1,496595,490,0.10,1500,0.30,-515,-0.10,20825,2.08
303,Exit long,2025-09-30 08:00,Short,24792.5,1,496105,-255,-0.05,190,0.04,-345,-0.07,20570,2.06
303,Entry long,2025-09-30 07:15,Long,24805.25,1,496105,-255,-0.05,190,0.04,-345,-0.07,20570,2.06
304,Exit short,2025-09-30 08:30,Long,24838.25,1,495850,-915,-0.18,70,0.01,-985,-0.20,19655,1.97
304,Entry short,2025-09-30 08:00,Short,24792.5,1,495850,-915,-0.18,70,0.01,-985,-0.20,19655,1.97
305,Exit long,2025-09-30 09:30,Long X,24756.25,1,496765,-1640,-0.33,135,0.03,-1640,-0.33,18015,1.80
305,Entry long,2025-09-30 08:30,Long,24838.25,1,496765,-1640,-0.33,135,0.03,-1640,-0.33,18015,1.80
306,Exit short,2025-09-30 14:30,Long,24838.25,1,495965,-800,-0.16,1520,0.31,-1290,-0.26,17215,1.72
306,Entry short,2025-09-30 09:30,Short,24798.25,1,495965,-800,-0.16,1520,0.31,-1290,-0.26,17215,1.72
307,Exit long,2025-09-30 16:30,Short,24837.5,1,496765,-15,0.00,1510,0.30,-335,-0.07,17200,1.72
307,Entry long,2025-09-30 14:30,Long,24838.25,1,496765,-15,0.00,1510,0.30,-335,-0.07,17200,1.72
308,Exit short,2025-10-01 00:45,Long,24773.75,1,496750,1275,0.26,1480,0.30,-785,-0.16,18475,1.85
308,Entry short,2025-09-30 16:30,Short,24837.5,1,496750,1275,0.26,1480,0.30,-785,-0.16,18475,1.85
309,Exit long,2025-10-01 02:00,Short,24758.25,1,495475,-310,-0.06,125,0.03,-360,-0.07,18165,1.82
309,Entry long,2025-10-01 00:45,Long,24773.75,1,495475,-310,-0.06,125,0.03,-360,-0.07,18165,1.82
310,Exit short,2025-10-01 05:00,Long,24738.25,1,495165,400,0.08,2500,0.50,-25,-0.01,18565,1.86
310,Entry short,2025-10-01 02:00,Short,24758.25,1,495165,400,0.08,2500,0.50,-25,-0.01,18565,1.86
311,Exit long,2025-10-01 16:15,Short,25000.75,1,494765,5250,1.06,5970,1.21,-330,-0.07,23815,2.38
311,Entry long,2025-10-01 05:00,Long,24738.25,1,494765,5250,1.06,5970,1.21,-330,-0.07,23815,2.38
312,Exit short,2025-10-01 18:30,Long,25017.25,1,500015,-330,-0.07,40,0.01,-380,-0.08,23485,2.35
312,Entry short,2025-10-01 16:15,Short,25000.75,1,500015,-330,-0.07,40,0.01,-380,-0.08,23485,2.35
313,Exit long,2025-10-01 22:45,Short,25057.25,1,500345,800,0.16,1185,0.24,-280,-0.06,24285,2.43
313,Entry long,2025-10-01 18:30,Long,25017.25,1,500345,800,0.16,1185,0.24,-280,-0.06,24285,2.43
314,Exit short,2025-10-02 01:15,Long,25066.75,1,501145,-190,-0.04,345,0.07,-380,-0.08,24095,2.41
314,Entry short,2025-10-01 22:45,Short,25057.25,1,501145,-190,-0.04,345,0.07,-380,-0.08,24095,2.41
315,Exit long,2025-10-02 02:15,Short,25062.75,1,501335,-80,-0.02,190,0.04,-180,-0.04,24015,2.40
315,Entry long,2025-10-02 01:15,Long,25066.75,1,501335,-80,-0.02,190,0.04,-180,-0.04,24015,2.40
316,Exit short,2025-10-02 03:45,Long,25077.5,1,501255,-295,-0.06,180,0.04,-505,-0.10,23720,2.37
316,Entry short,2025-10-02 02:15,Short,25062.75,1,501255,-295,-0.06,180,0.04,-505,-0.10,23720,2.37
317,Exit long,2025-10-02 10:15,Short,25075.75,1,501550,-35,-0.01,2050,0.41,-1270,-0.25,23685,2.37
317,Entry long,2025-10-02 03:45,Long,25077.5,1,501550,-35,-0.01,2050,0.41,-1270,-0.25,23685,2.37
318,Exit short,2025-10-02 12:00,Long,25060,1,501515,315,0.06,1640,0.33,-300,-0.06,24000,2.40
318,Entry short,2025-10-02 10:15,Short,25075.75,1,501515,315,0.06,1640,0.33,-300,-0.06,24000,2.40
319,Exit long,2025-10-02 18:30,Short,25096.75,1,501200,735,0.15,1330,0.27,-520,-0.10,24735,2.47
319,Entry long,2025-10-02 12:00,Long,25060,1,501200,735,0.15,1330,0.27,-520,-0.10,24735,2.47
320,Exit short,2025-10-02 19:00,Long,25115,1,501935,-365,-0.07,110,0.02,-375,-0.07,24370,2.44
320,Entry short,2025-10-02 18:30,Short,25096.75,1,501935,-365,-0.07,110,0.02,-375,-0.07,24370,2.44
321,Exit long,2025-10-03 07:00,Short,25158.25,1,502300,865,0.17,1630,0.32,-110,-0.02,25235,2.52
321,Entry long,2025-10-02 19:00,Long,25115,1,502300,865,0.17,1630,0.32,-110,-0.02,25235,2.52
322,Exit short,2025-10-03 09:30,Long,25132.5,1,503165,515,0.10,1105,0.22,-145,-0.03,25750,2.58
322,Entry short,2025-10-03 07:00,Short,25158.25,1,503165,515,0.10,1105,0.22,-145,-0.03,25750,2.58
323,Exit long,2025-10-03 10:00,Short,25076,1,502650,-1130,-0.22,710,0.14,-1630,-0.32,24620,2.46
323,Entry long,2025-10-03 09:30,Long,25132.5,1,502650,-1130,-0.22,710,0.14,-1630,-0.32,24620,2.46
324,Exit short,2025-10-03 10:45,Long,25116.75,1,501520,-815,-0.16,335,0.07,-1055,-0.21,23805,2.38
324,Entry short,2025-10-03 10:00,Short,25076,1,501520,-815,-0.16,335,0.07,-1055,-0.21,23805,2.38
325,Exit long,2025-10-03 13:15,Short,25026.75,1,502335,-1800,-0.36,785,0.16,-1890,-0.38,22005,2.20
325,Entry long,2025-10-03 10:45,Long,25116.75,1,502335,-1800,-0.36,785,0.16,-1890,-0.38,22005,2.20
326,Exit short,2025-10-05 18:30,Long,25043.5,1,500535,-335,-0.07,2070,0.41,-650,-0.13,21670,2.17
326,Entry short,2025-10-03 13:15,Short,25026.75,1,500535,-335,-0.07,2070,0.41,-650,-0.13,21670,2.17
327,Exit long,2025-10-05 21:00,Short,25065,1,500870,430,0.09,865,0.17,-5,0.00,22100,2.21
327,Entry long,2025-10-05 18:30,Long,25043.5,1,500870,430,0.09,865,0.17,-5,0.00,22100,2.21
328,Exit short,2025-10-06 00:30,Long,25107.75,1,501300,-855,-0.17,150,0.03,-885,-0.18,21245,2.12
328,Entry short,2025-10-05 21:00,Short,25065,1,501300,-855,-0.17,150,0.03,-885,-0.18,21245,2.12
329,Exit long,2025-10-06 01:15,Short,25085.5,1,502155,-445,-0.09,5,0.00,-455,-0.09,20800,2.08
329,Entry long,2025-10-06 00:30,Long,25107.75,1,502155,-445,-0.09,5,0.00,-455,-0.09,20800,2.08
330,Exit short,2025-10-06 04:45,Long,25106.75,1,501710,-425,-0.08,800,0.16,-585,-0.12,20375,2.04
330,Entry short,2025-10-06 01:15,Short,25085.5,1,501710,-425,-0.08,800,0.16,-585,-0.12,20375,2.04
331,Exit long,2025-10-06 10:15,Short,25143,1,502135,725,0.14,2695,0.54,-50,-0.01,21100,2.11
331,Entry long,2025-10-06 04:45,Long,25106.75,1,502135,725,0.14,2695,0.54,-50,-0.01,21100,2.11
332,Exit short,2025-10-06 11:15,Long,25161.5,1,502860,-370,-0.07,690,0.14,-670,-0.13,20730,2.07
332,Entry short,2025-10-06 10:15,Short,25143,1,502860,-370,-0.07,690,0.14,-670,-0.13,20730,2.07
333,Exit long,2025-10-06 16:00,Short,25177,1,503230,310,0.06,1825,0.36,-65,-0.01,21040,2.10
333,Entry long,2025-10-06 11:15,Long,25161.5,1,503230,310,0.06,1825,0.36,-65,-0.01,21040,2.10
334,Exit short,2025-10-06 21:15,Long,25140.25,1,503540,735,0.15,1090,0.22,-400,-0.08,21775,2.18
334,Entry short,2025-10-06 16:00,Short,25177,1,503540,735,0.15,1090,0.22,-400,-0.08,21775,2.18
335,Exit long,2025-10-07 02:30,Short,25155.5,1,502805,305,0.06,920,0.18,-115,-0.02,22080,2.21
335,Entry long,2025-10-06 21:15,Long,25140.25,1,502805,305,0.06,920,0.18,-115,-0.02,22080,2.21
336,Exit short,2025-10-07 04:45,Long,25172.5,1,503110,-340,-0.07,555,0.11,-365,-0.07,21740,2.17
336,Entry short,2025-10-07 02:30,Short,25155.5,1,503110,-340,-0.07,555,0.11,-365,-0.07,21740,2.17
337,Exit long,2025-10-07 10:45,Short,25186,1,503450,270,0.05,2050,0.41,-75,-0.01,22010,2.20
337,Entry long,2025-10-07 04:45,Long,25172.5,1,503450,270,0.05,2050,0.41,-75,-0.01,22010,2.20
338,Exit short,2025-10-07 14:45,Long,25053.25,1,503720,2655,0.53,4025,0.80,-110,-0.02,24665,2.47
338,Entry short,2025-10-07 10:45,Short,25186,1,503720,2655,0.53,4025,0.80,-110,-0.02,24665,2.47
339,Exit long,2025-10-07 19:15,Short,25044.75,1,501065,-170,-0.03,600,0.12,-525,-0.10,24495,2.45
339,Entry long,2025-10-07 14:45,Long,25053.25,1,501065,-170,-0.03,600,0.12,-525,-0.10,24495,2.45
340,Exit short,2025-10-07 21:15,Long,25079.75,1,500895,-700,-0.14,345,0.07,-805,-0.16,23795,2.38
340,Entry short,2025-10-07 19:15,Short,25044.75,1,500895,-700,-0.14,345,0.07,-805,-0.16,23795,2.38
341,Exit long,2025-10-08 00:45,Short,25087.5,1,501595,155,0.03,285,0.06,-205,-0.04,23950,2.40
341,Entry long,2025-10-07 21:15,Long,25079.75,1,501595,155,0.03,285,0.06,-205,-0.04,23950,2.40
342,Exit short,2025-10-08 03:30,Long,25079.5,1,501750,160,0.03,1225,0.24,-10,0.00,24110,2.41
342,Entry short,2025-10-08 00:45,Short,25087.5,1,501750,160,0.03,1225,0.24,-10,0.00,24110,2.41
343,Exit long,2025-10-08 08:45,Short,25062.5,1,501590,-340,-0.07,640,0.13,-740,-0.15,23770,2.38
343,Entry long,2025-10-08 03:30,Long,25079.5,1,501590,-340,-0.07,640,0.13,-740,-0.15,23770,2.38
344,Exit short,2025-10-08 09:15,Long,25080,1,501250,-350,-0.07,155,0.03,-750,-0.15,23420,2.34
344,Entry short,2025-10-08 08:45,Short,25062.5,1,501250,-350,-0.07,155,0.03,-750,-0.15,23420,2.34
345,Exit long,2025-10-08 20:00,Short,25366.75,1,501600,5735,1.14,6280,1.25,-120,-0.02,29155,2.92
345,Entry long,2025-10-08 09:15,Long,25080,1,501600,5735,1.14,6280,1.25,-120,-0.02,29155,2.92
346,Exit short,2025-10-09 00:00,Long,25327.5,1,507335,785,0.15,1195,0.24,-55,-0.01,29940,2.99
346,Entry short,2025-10-08 20:00,Short,25366.75,1,507335,785,0.15,1195,0.24,-55,-0.01,29940,2.99
347,Exit long,2025-10-09 03:00,Short,25345.25,1,506550,355,0.07,805,0.16,-35,-0.01,30295,3.03
347,Entry long,2025-10-09 00:00,Long,25327.5,1,506550,355,0.07,805,0.16,-35,-0.01,30295,3.03
348,Exit short,2025-10-09 05:45,Long,25321.25,1,506905,480,0.09,1020,0.20,-40,-0.01,30775,3.08
348,Entry short,2025-10-09 03:00,Short,25345.25,1,506905,480,0.09,1020,0.20,-40,-0.01,30775,3.08
349,Exit long,2025-10-09 06:30,Short,25309.25,1,506425,-240,-0.05,230,0.05,-355,-0.07,30535,3.05
349,Entry long,2025-10-09 05:45,Long,25321.25,1,506425,-240,-0.05,230,0.05,-355,-0.07,30535,3.05
350,Exit short,2025-10-09 07:00,Long,25323,1,506185,-275,-0.05,75,0.01,-410,-0.08,30260,3.03
350,Entry short,2025-10-09 06:30,Short,25309.25,1,506185,-275,-0.05,75,0.01,-410,-0.08,30260,3.03
351,Exit long,2025-10-09 08:00,Short,25314.25,1,506460,-175,-0.03,365,0.07,-250,-0.05,30085,3.01
351,Entry long,2025-10-09 07:00,Long,25323,1,506460,-175,-0.03,365,0.07,-250,-0.05,30085,3.01
352,Exit short,2025-10-09 08:30,Long,25327.5,1,506285,-265,-0.05,30,0.01,-370,-0.07,29820,2.98
352,Entry short,2025-10-09 08:00,Short,25314.25,1,506285,-265,-0.05,30,0.01,-370,-0.07,29820,2.98
353,Exit long,2025-10-09 10:15,Short,25251.75,1,506550,-1515,-0.30,205,0.04,-1665,-0.33,28305,2.83
353,Entry long,2025-10-09 08:30,Long,25327.5,1,506550,-1515,-0.30,205,0.04,-1665,-0.33,28305,2.83
354,Exit short,2025-10-09 12:00,Long,25266,1,505035,-285,-0.06,1165,0.23,-455,-0.09,28020,2.80
354,Entry short,2025-10-09 10:15,Short,25251.75,1,505035,-285,-0.06,1165,0.23,-455,-0.09,28020,2.80
355,Exit long,2025-10-09 12:45,Short,25203.75,1,505320,-1245,-0.25,145,0.03,-1400,-0.28,26775,2.68
355,Entry long,2025-10-09 12:00,Long,25266,1,505320,-1245,-0.25,145,0.03,-1400,-0.28,26775,2.68
356,Exit short,2025-10-09 14:30,Long,25220,1,504075,-325,-0.06,860,0.17,-615,-0.12,26450,2.65
356,Entry short,2025-10-09 12:45,Short,25203.75,1,504075,-325,-0.06,860,0.17,-615,-0.12,26450,2.65
357,Exit long,2025-10-09 20:30,Short,25325,1,504400,2100,0.42,2535,0.50,-155,-0.03,28550,2.86
357,Entry long,2025-10-09 14:30,Long,25220,1,504400,2100,0.42,2535,0.50,-155,-0.03,28550,2.86
358,Exit short,2025-10-10 02:00,Long,25351.25,1,506500,-525,-0.10,570,0.11,-605,-0.12,28025,2.80
358,Entry short,2025-10-09 20:30,Short,25325,1,506500,-525,-0.10,570,0.11,-605,-0.12,28025,2.80
359,Exit long,2025-10-10 02:45,Short,25303.75,1,507025,-950,-0.19,60,0.01,-1125,-0.22,27075,2.71
359,Entry long,2025-10-10 02:00,Long,25351.25,1,507025,-950,-0.19,60,0.01,-1125,-0.22,27075,2.71
360,Exit short,2025-10-10 04:00,Long,25333.5,1,506075,-595,-0.12,105,0.02,-635,-0.13,26480,2.65
360,Entry short,2025-10-10 02:45,Short,25303.75,1,506075,-595,-0.12,105,0.02,-635,-0.13,26480,2.65
361,Exit long,2025-10-10 05:45,Long X,25254.75,1,506670,-1575,-0.31,180,0.04,-1575,-0.31,24905,2.49
361,Entry long,2025-10-10 04:00,Long,25333.5,1,506670,-1575,-0.31,180,0.04,-1575,-0.31,24905,2.49
362,Exit short,2025-10-10 06:45,Long,25300.25,1,505120,-885,-0.18,35,0.01,-910,-0.18,24020,2.40
362,Entry short,2025-10-10 05:45,Short,25256,1,505120,-885,-0.18,35,0.01,-910,-0.18,24020,2.40
363,Exit long,2025-10-10 10:45,Long X,25176,1,506005,-2485,-0.49,1755,0.35,-2485,-0.49,21535,2.15
363,Entry long,2025-10-10 06:45,Long,25300.25,1,506005,-2485,-0.49,1755,0.35,-2485,-0.49,21535,2.15
364,Exit short,2025-10-10 13:30,Long,24707.75,1,497225,3070,0.62,5145,1.03,-940,-0.19,24605,2.46
364,Entry short,2025-10-10 11:30,Short,24861.25,1,497225,3070,0.62,5145,1.03,-940,-0.19,24605,2.46
365,Exit long,2025-10-10 16:45,Long X,24394.5,1,494155,-6265,-1.27,215,0.04,-6470,-1.31,18340,1.83
365,Entry long,2025-10-10 13:30,Long,24707.75,1,494155,-6265,-1.27,215,0.04,-6470,-1.31,18340,1.83
366,Exit long,2025-10-12 22:45,Short,24806.5,1,493870,2260,0.46,3240,0.66,-855,-0.17,20600,2.06
366,Entry long,2025-10-12 18:30,Long,24693.5,1,493870,2260,0.46,3240,0.66,-855,-0.17,20600,2.06
367,Exit short,2025-10-13 01:30,Long,24822,1,496130,-310,-0.06,870,0.18,-780,-0.16,20290,2.03
367,Entry short,2025-10-12 22:45,Short,24806.5,1,496130,-310,-0.06,870,0.18,-780,-0.16,20290,2.03
368,Exit long,2025-10-13 05:45,Short,24845.75,1,496440,475,0.10,2475,0.50,-700,-0.14,20765,2.08
368,Entry long,2025-10-13 01:30,Long,24822,1,496440,475,0.10,2475,0.50,-700,-0.14,20765,2.08
369,Exit short,2025-10-13 06:15,Long,24859.75,1,496915,-280,-0.06,410,0.08,-370,-0.07,20485,2.05
369,Entry short,2025-10-13 05:45,Short,24845.75,1,496915,-280,-0.06,410,0.08,-370,-0.07,20485,2.05
370,Exit long,2025-10-13 07:15,Short,24763.25,1,497195,-1930,-0.39,360,0.07,-2535,-0.51,18555,1.86
370,Entry long,2025-10-13 06:15,Long,24859.75,1,497195,-1930,-0.39,360,0.07,-2535,-0.51,18555,1.86
371,Exit short,2025-10-13 08:15,Long,24813.75,1,495265,-1010,-0.20,545,0.11,-1330,-0.27,17545,1.75
371,Entry short,2025-10-13 07:15,Short,24763.25,1,495265,-1010,-0.20,545,0.11,-1330,-0.27,17545,1.75
372,Exit long,2025-10-13 15:15,Short,24914.5,1,496275,2015,0.41,3025,0.61,-1785,-0.36,19560,1.96
372,Entry long,2025-10-13 08:15,Long,24813.75,1,496275,2015,0.41,3025,0.61,-1785,-0.36,19560,1.96
373,Exit short,2025-10-13 18:45,Long,24930.5,1,498290,-320,-0.06,350,0.07,-675,-0.14,19240,1.92
373,Entry short,2025-10-13 15:15,Short,24914.5,1,498290,-320,-0.06,350,0.07,-675,-0.14,19240,1.92
374,Exit long,2025-10-13 23:00,Short,24925.25,1,498610,-105,-0.02,2275,0.46,-635,-0.13,19135,1.91
374,Entry long,2025-10-13 18:45,Long,24930.5,1,498610,-105,-0.02,2275,0.46,-635,-0.13,19135,1.91
375,Exit short,2025-10-14 05:00,Long,24682.25,1,498505,4860,0.97,6780,1.36,-90,-0.02,23995,2.40
375,Entry short,2025-10-13 23:00,Short,24925.25,1,498505,4860,0.97,6780,1.36,-90,-0.02,23995,2.40
376,Exit long,2025-10-14 05:45,Short,24639.5,1,493645,-855,-0.17,205,0.04,-1050,-0.21,23140,2.31
376,Entry long,2025-10-14 05:00,Long,24682.25,1,493645,-855,-0.17,205,0.04,-1050,-0.21,23140,2.31
377,Exit short,2025-10-14 07:45,Long,24653.75,1,492790,-285,-0.06,2740,0.56,-510,-0.10,22855,2.29
377,Entry short,2025-10-14 05:45,Short,24639.5,1,492790,-285,-0.06,2740,0.56,-510,-0.10,22855,2.29
378,Exit long,2025-10-14 09:30,Long X,24455,1,493075,-3975,-0.81,155,0.03,-3975,-0.81,18880,1.89
378,Entry long,2025-10-14 07:45,Long,24653.75,1,493075,-3975,-0.81,155,0.03,-3975,-0.81,18880,1.89
379,Exit short,2025-10-14 18:30,Long,24775.5,1,497910,2400,0.48,4195,0.84,-630,-0.13,21280,2.13
379,Entry short,2025-10-14 14:30,Short,24895.5,1,497910,2400,0.48,4195,0.84,-630,-0.13,21280,2.13
380,Exit long,2025-10-15 12:00,Short,24960.75,1,495510,3705,0.75,6790,1.37,-700,-0.14,24985,2.50
380,Entry long,2025-10-14 18:30,Long,24775.5,1,495510,3705,0.75,6790,1.37,-700,-0.14,24985,2.50
381,Exit short,2025-10-15 14:15,Long,24891.75,1,499215,1380,0.28,5950,1.19,-630,-0.13,26365,2.64
381,Entry short,2025-10-15 12:00,Short,24960.75,1,499215,1380,0.28,5950,1.19,-630,-0.13,26365,2.64
