Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
7467,Exit long,2005-02-08 20:45,Short,1530,1,30630,-30,-0.10,10,0.03,-30,-0.10,10560,21.12
7467,Entry long,2005-02-08 18:30,Long,1531.5,1,30630,-30,-0.10,10,0.03,-30,-0.10,10560,21.12
7468,Exit short,2005-02-08 21:45,Long,1530,1,30600,0,0.00,10,0.03,-10,-0.03,10560,21.12
7468,Entry short,2005-02-08 20:45,Short,1530,1,30600,0,0.00,10,0.03,-10,-0.03,10560,21.12
7469,Exit long,2005-02-09 03:15,Short,1529,1,30600,-20,-0.07,50,0.16,-30,-0.10,10540,21.08
7469,Entry long,2005-02-08 21:45,Long,1530,1,30600,-20,-0.07,50,0.16,-30,-0.10,10540,21.08
7470,Exit short,2005-02-09 05:00,Long,1528.5,1,30580,10,0.03,50,0.16,-20,-0.07,10550,21.10
7470,Entry short,2005-02-09 03:15,Short,1529,1,30580,10,0.03,50,0.16,-20,-0.07,10550,21.10
7471,Exit long,2005-02-09 10:15,Short,1522.5,1,30570,-120,-0.39,180,0.59,-150,-0.49,10430,20.86
7471,Entry long,2005-02-09 05:00,Long,1528.5,1,30570,-120,-0.39,180,0.59,-150,-0.49,10430,20.86
7472,Exit short,2005-02-09 12:45,Long,1518.5,1,30450,80,0.26,160,0.53,-10,-0.03,10510,21.02
7472,Entry short,2005-02-09 10:15,Short,1522.5,1,30450,80,0.26,160,0.53,-10,-0.03,10510,21.02
7473,Exit long,2005-02-09 14:30,Short,1514,1,30370,-90,-0.30,60,0.20,-170,-0.56,10420,20.84
7473,Entry long,2005-02-09 12:45,Long,1518.5,1,30370,-90,-0.30,60,0.20,-170,-0.56,10420,20.84
7474,Exit short,2005-02-09 18:30,Long,1509.5,1,30280,90,0.30,140,0.46,0,0.00,10510,21.02
7474,Entry short,2005-02-09 14:30,Short,1514,1,30280,90,0.30,140,0.46,0,0.00,10510,21.02
7475,Exit long,2005-02-09 23:30,Short,1511,1,30190,30,0.10,40,0.13,0,0.00,10540,21.08
7475,Entry long,2005-02-09 18:30,Long,1509.5,1,30190,30,0.10,40,0.13,0,0.00,10540,21.08
7476,Exit short,2005-02-10 06:00,Long,1514.5,1,30220,-70,-0.23,10,0.03,-80,-0.26,10470,20.94
7476,Entry short,2005-02-09 23:30,Short,1511,1,30220,-70,-0.23,10,0.03,-80,-0.26,10470,20.94
7477,Exit long,2005-02-10 06:45,Short,1512.5,1,30290,-40,-0.13,0,0.00,-40,-0.13,10430,20.86
7477,Entry long,2005-02-10 06:00,Long,1514.5,1,30290,-40,-0.13,0,0.00,-40,-0.13,10430,20.86
7478,Exit short,2005-02-10 09:15,Long,1514,1,30250,-30,-0.10,40,0.13,-50,-0.17,10400,20.80
7478,Entry short,2005-02-10 06:45,Short,1512.5,1,30250,-30,-0.10,40,0.13,-50,-0.17,10400,20.80
7479,Exit long,2005-02-10 09:45,Short,1511,1,30280,-60,-0.20,30,0.10,-90,-0.30,10340,20.68
7479,Entry long,2005-02-10 09:15,Long,1514,1,30280,-60,-0.20,30,0.10,-90,-0.30,10340,20.68
7480,Exit short,2005-02-10 12:30,Long,1511.5,1,30220,-10,-0.03,230,0.76,-80,-0.26,10330,20.66
7480,Entry short,2005-02-10 09:45,Short,1511,1,30220,-10,-0.03,230,0.76,-80,-0.26,10330,20.66
7481,Exit long,2005-02-10 16:15,Short,1506.5,1,30230,-100,-0.33,120,0.40,-140,-0.46,10230,20.46
7481,Entry long,2005-02-10 12:30,Long,1511.5,1,30230,-100,-0.33,120,0.40,-140,-0.46,10230,20.46
7482,Exit short,2005-02-10 19:30,Long,1508.5,1,30130,-40,-0.13,40,0.13,-50,-0.17,10190,20.38
7482,Entry short,2005-02-10 16:15,Short,1506.5,1,30130,-40,-0.13,40,0.13,-50,-0.17,10190,20.38
7483,Exit long,2005-02-11 02:30,Short,1508,1,30170,-10,-0.03,20,0.07,-30,-0.10,10180,20.36
7483,Entry long,2005-02-10 19:30,Long,1508.5,1,30170,-10,-0.03,20,0.07,-30,-0.10,10180,20.36
7484,Exit short,2005-02-11 06:45,Long,1510,1,30160,-40,-0.13,60,0.20,-50,-0.17,10140,20.28
7484,Entry short,2005-02-11 02:30,Short,1508,1,30160,-40,-0.13,60,0.20,-50,-0.17,10140,20.28
7485,Exit long,2005-02-11 08:15,Short,1508.5,1,30200,-30,-0.10,20,0.07,-60,-0.20,10110,20.22
7485,Entry long,2005-02-11 06:45,Long,1510,1,30200,-30,-0.10,20,0.07,-60,-0.20,10110,20.22
7486,Exit short,2005-02-11 11:00,Short X,1520,1,30170,-230,-0.76,150,0.50,-230,-0.76,9880,19.76
7486,Entry short,2005-02-11 08:15,Short,1508.5,1,30170,-230,-0.76,150,0.50,-230,-0.76,9880,19.76
7487,Exit long,2005-02-11 16:15,Short,1534,1,30540,140,0.46,250,0.82,-10,-0.03,10020,20.04
7487,Entry long,2005-02-11 11:00,Long,1527,1,30540,140,0.46,250,0.82,-10,-0.03,10020,20.04
7488,Exit short,2005-02-13 18:30,Long,1536.5,1,30680,-50,-0.16,0,0.00,-70,-0.23,9970,19.94
7488,Entry short,2005-02-11 16:15,Short,1534,1,30680,-50,-0.16,0,0.00,-70,-0.23,9970,19.94
7489,Exit long,2005-02-13 21:30,Short,1536.5,1,30730,0,0.00,30,0.10,-10,-0.03,9970,19.94
7489,Entry long,2005-02-13 18:30,Long,1536.5,1,30730,0,0.00,30,0.10,-10,-0.03,9970,19.94
7490,Exit short,2005-02-13 23:45,Long,1536,1,30730,10,0.03,20,0.07,0,0.00,9980,19.96
7490,Entry short,2005-02-13 21:30,Short,1536.5,1,30730,10,0.03,20,0.07,0,0.00,9980,19.96
7491,Exit long,2005-02-14 02:00,Short,1535.5,1,30720,-10,-0.03,10,0.03,-20,-0.07,9970,19.94
7491,Entry long,2005-02-13 23:45,Long,1536,1,30720,-10,-0.03,10,0.03,-20,-0.07,9970,19.94
7492,Exit short,2005-02-14 02:45,Long,1536,1,30710,-10,-0.03,0,0.00,-20,-0.07,9960,19.92
7492,Entry short,2005-02-14 02:00,Short,1535.5,1,30710,-10,-0.03,0,0.00,-20,-0.07,9960,19.92
7493,Exit long,2005-02-14 03:15,Short,1534,1,30720,-40,-0.13,0,0.00,-40,-0.13,9920,19.84
7493,Entry long,2005-02-14 02:45,Long,1536,1,30720,-40,-0.13,0,0.00,-40,-0.13,9920,19.84
7494,Exit short,2005-02-14 07:00,Long,1534.5,1,30680,-10,-0.03,40,0.13,-30,-0.10,9910,19.82
7494,Entry short,2005-02-14 03:15,Short,1534,1,30680,-10,-0.03,40,0.13,-30,-0.10,9910,19.82
7495,Exit long,2005-02-14 08:45,Short,1533.5,1,30690,-20,-0.07,40,0.13,-20,-0.07,9890,19.78
7495,Entry long,2005-02-14 07:00,Long,1534.5,1,30690,-20,-0.07,40,0.13,-20,-0.07,9890,19.78
7496,Exit short,2005-02-14 09:30,Short X,1537.75,1,30670,-85,-0.28,30,0.10,-85,-0.28,9805,19.61
7496,Entry short,2005-02-14 08:45,Short,1533.5,1,30670,-85,-0.28,30,0.10,-85,-0.28,9805,19.61
7497,Exit long,2005-02-14 11:00,Short,1537,1,30800,-60,-0.19,60,0.19,-120,-0.39,9745,19.49
7497,Entry long,2005-02-14 10:15,Long,1540,1,30800,-60,-0.19,60,0.19,-120,-0.39,9745,19.49
7498,Exit short,2005-02-14 15:00,Long,1539.5,1,30740,-50,-0.16,50,0.16,-80,-0.26,9695,19.39
7498,Entry short,2005-02-14 11:00,Short,1537,1,30740,-50,-0.16,50,0.16,-80,-0.26,9695,19.39
7499,Exit long,2005-02-14 16:30,Short,1537.5,1,30790,-40,-0.13,50,0.16,-50,-0.16,9655,19.31
7499,Entry long,2005-02-14 15:00,Long,1539.5,1,30790,-40,-0.13,50,0.16,-50,-0.16,9655,19.31
7500,Exit short,2005-02-14 19:45,Long,1538,1,30750,-10,-0.03,10,0.03,-20,-0.07,9645,19.29
7500,Entry short,2005-02-14 16:30,Short,1537.5,1,30750,-10,-0.03,10,0.03,-20,-0.07,9645,19.29
7501,Exit long,2005-02-14 20:15,Short,1537.5,1,30760,-10,-0.03,0,0.00,-10,-0.03,9635,19.27
7501,Entry long,2005-02-14 19:45,Long,1538,1,30760,-10,-0.03,0,0.00,-10,-0.03,9635,19.27
7502,Exit short,2005-02-14 20:45,Long,1538,1,30750,-10,-0.03,0,0.00,-10,-0.03,9625,19.25
7502,Entry short,2005-02-14 20:15,Short,1537.5,1,30750,-10,-0.03,0,0.00,-10,-0.03,9625,19.25
7503,Exit long,2005-02-14 21:45,Short,1537.5,1,30760,-10,-0.03,0,0.00,-10,-0.03,9615,19.23
7503,Entry long,2005-02-14 20:45,Long,1538,1,30760,-10,-0.03,0,0.00,-10,-0.03,9615,19.23
7504,Exit short,2005-02-15 02:15,Long,1538,1,30750,-10,-0.03,10,0.03,-10,-0.03,9605,19.21
7504,Entry short,2005-02-14 21:45,Short,1537.5,1,30750,-10,-0.03,10,0.03,-10,-0.03,9605,19.21
7505,Exit long,2005-02-15 02:45,Short,1537.5,1,30760,-10,-0.03,0,0.00,-10,-0.03,9595,19.19
7505,Entry long,2005-02-15 02:15,Long,1538,1,30760,-10,-0.03,0,0.00,-10,-0.03,9595,19.19
7506,Exit short,2005-02-15 04:45,Long,1539.5,1,30750,-40,-0.13,20,0.07,-40,-0.13,9555,19.11
7506,Entry short,2005-02-15 02:45,Short,1537.5,1,30750,-40,-0.13,20,0.07,-40,-0.13,9555,19.11
7507,Exit long,2005-02-15 09:30,Short,1540.5,1,30790,20,0.06,70,0.23,-30,-0.10,9575,19.15
7507,Entry long,2005-02-15 04:45,Long,1539.5,1,30790,20,0.06,70,0.23,-30,-0.10,9575,19.15
7508,Exit short,2005-02-15 10:00,Short X,1547,1,30810,-130,-0.42,40,0.13,-130,-0.42,9445,18.89
7508,Entry short,2005-02-15 09:30,Short,1540.5,1,30810,-130,-0.42,40,0.13,-130,-0.42,9445,18.89
7509,Exit long,2005-02-15 12:45,Short,1556.5,1,30920,210,0.68,380,1.23,-10,-0.03,9655,19.31
7509,Entry long,2005-02-15 10:00,Long,1546,1,30920,210,0.68,380,1.23,-10,-0.03,9655,19.31
7510,Exit short,2005-02-15 18:30,Long,1551.5,1,31130,100,0.32,350,1.12,-10,-0.03,9755,19.51
7510,Entry short,2005-02-15 12:45,Short,1556.5,1,31130,100,0.32,350,1.12,-10,-0.03,9755,19.51
7511,Exit long,2005-02-15 19:15,Short,1551,1,31030,-10,-0.03,0,0.00,-10,-0.03,9745,19.49
7511,Entry long,2005-02-15 18:30,Long,1551.5,1,31030,-10,-0.03,0,0.00,-10,-0.03,9745,19.49
7512,Exit short,2005-02-16 01:30,Long,1550,1,31020,20,0.06,50,0.16,-20,-0.06,9765,19.53
7512,Entry short,2005-02-15 19:15,Short,1551,1,31020,20,0.06,50,0.16,-20,-0.06,9765,19.53
7513,Exit long,2005-02-16 02:15,Short,1549,1,31000,-20,-0.06,0,0.00,-20,-0.06,9745,19.49
7513,Entry long,2005-02-16 01:30,Long,1550,1,31000,-20,-0.06,0,0.00,-20,-0.06,9745,19.49
7514,Exit short,2005-02-16 02:45,Long,1549.5,1,30980,-10,-0.03,0,0.00,-10,-0.03,9735,19.47
7514,Entry short,2005-02-16 02:15,Short,1549,1,30980,-10,-0.03,0,0.00,-10,-0.03,9735,19.47
7515,Exit long,2005-02-16 03:30,Short,1549,1,30990,-10,-0.03,10,0.03,-50,-0.16,9725,19.45
7515,Entry long,2005-02-16 02:45,Long,1549.5,1,30990,-10,-0.03,10,0.03,-50,-0.16,9725,19.45
7516,Exit short,2005-02-16 06:00,Long,1547.5,1,30980,30,0.10,60,0.19,0,0.00,9755,19.51
7516,Entry short,2005-02-16 03:30,Short,1549,1,30980,30,0.10,60,0.19,0,0.00,9755,19.51
7517,Exit long,2005-02-16 08:30,Long X,1542.5,1,30950,-100,-0.32,40,0.13,-100,-0.32,9655,19.31
7517,Entry long,2005-02-16 06:00,Long,1547.5,1,30950,-100,-0.32,40,0.13,-100,-0.32,9655,19.31
7518,Exit short,2005-02-16 09:00,Short X,1548,1,30810,-150,-0.49,40,0.13,-150,-0.49,9505,19.01
7518,Entry short,2005-02-16 08:30,Short,1540.5,1,30810,-150,-0.49,40,0.13,-150,-0.49,9505,19.01
7519,Exit long,2005-02-16 12:30,Short,1544,1,30930,-50,-0.16,90,0.29,-150,-0.48,9455,18.91
7519,Entry long,2005-02-16 09:15,Long,1546.5,1,30930,-50,-0.16,90,0.29,-150,-0.48,9455,18.91
7520,Exit short,2005-02-16 14:30,Long,1547,1,30880,-60,-0.19,140,0.45,-60,-0.19,9395,18.79
7520,Entry short,2005-02-16 12:30,Short,1544,1,30880,-60,-0.19,140,0.45,-60,-0.19,9395,18.79
7521,Exit long,2005-02-16 22:30,Short,1545,1,30940,-40,-0.13,70,0.23,-90,-0.29,9355,18.71
7521,Entry long,2005-02-16 14:30,Long,1547,1,30940,-40,-0.13,70,0.23,-90,-0.29,9355,18.71
7522,Exit short,2005-02-17 05:00,Long,1545.5,1,30900,-10,-0.03,40,0.13,-20,-0.06,9345,18.69
7522,Entry short,2005-02-16 22:30,Short,1545,1,30900,-10,-0.03,40,0.13,-20,-0.06,9345,18.69
7523,Exit long,2005-02-17 10:00,Long X,1538.75,1,30910,-135,-0.44,90,0.29,-135,-0.44,9210,18.42
7523,Entry long,2005-02-17 05:00,Long,1545.5,1,30910,-135,-0.44,90,0.29,-135,-0.44,9210,18.42
7524,Exit short,2005-02-17 11:45,Long,1534.5,1,30580,-110,-0.36,10,0.03,-130,-0.43,9100,18.20
7524,Entry short,2005-02-17 10:30,Short,1529,1,30580,-110,-0.36,10,0.03,-130,-0.43,9100,18.20
7525,Exit long,2005-02-17 14:00,Short,1527.5,1,30690,-140,-0.46,50,0.16,-170,-0.55,8960,17.92
7525,Entry long,2005-02-17 11:45,Long,1534.5,1,30690,-140,-0.46,50,0.16,-170,-0.55,8960,17.92
7526,Exit short,2005-02-17 18:30,Long,1524,1,30550,70,0.23,130,0.43,-70,-0.23,9030,18.06
7526,Entry short,2005-02-17 14:00,Short,1527.5,1,30550,70,0.23,130,0.43,-70,-0.23,9030,18.06
7527,Exit long,2005-02-17 23:15,Short,1526,1,30480,40,0.13,50,0.16,0,0.00,9070,18.14
7527,Entry long,2005-02-17 18:30,Long,1524,1,30480,40,0.13,50,0.16,0,0.00,9070,18.14
7528,Exit short,2005-02-18 04:15,Long,1527.5,1,30520,-30,-0.10,10,0.03,-40,-0.13,9040,18.08
7528,Entry short,2005-02-17 23:15,Short,1526,1,30520,-30,-0.10,10,0.03,-40,-0.13,9040,18.08
7529,Exit long,2005-02-18 07:30,Short,1528,1,30550,10,0.03,40,0.13,-10,-0.03,9050,18.10
7529,Entry long,2005-02-18 04:15,Long,1527.5,1,30550,10,0.03,40,0.13,-10,-0.03,9050,18.10
7530,Exit short,2005-02-18 13:15,Long,1521,1,30560,140,0.46,280,0.92,-10,-0.03,9190,18.38
7530,Entry short,2005-02-18 07:30,Short,1528,1,30560,140,0.46,280,0.92,-10,-0.03,9190,18.38
7531,Exit long,2005-02-18 16:15,Short,1517,1,30420,-80,-0.26,20,0.07,-120,-0.39,9110,18.22
7531,Entry long,2005-02-18 13:15,Long,1521,1,30420,-80,-0.26,20,0.07,-120,-0.39,9110,18.22
7532,Exit short,2005-02-20 18:45,Long,1517,1,30340,0,0.00,20,0.07,-30,-0.10,9110,18.22
7532,Entry short,2005-02-18 16:15,Short,1517,1,30340,0,0.00,20,0.07,-30,-0.10,9110,18.22
7533,Exit long,2005-02-20 20:30,Short,1516,1,30340,-20,-0.07,0,0.00,-20,-0.07,9090,18.18
7533,Entry long,2005-02-20 18:45,Long,1517,1,30340,-20,-0.07,0,0.00,-20,-0.07,9090,18.18
7534,Exit short,2005-02-21 03:00,Long,1517.5,1,30320,-30,-0.10,20,0.07,-60,-0.20,9060,18.12
7534,Entry short,2005-02-20 20:30,Short,1516,1,30320,-30,-0.10,20,0.07,-60,-0.20,9060,18.12
7535,Exit long,2005-02-21 03:30,Short,1515,1,30350,-50,-0.16,0,0.00,-60,-0.20,9010,18.02
7535,Entry long,2005-02-21 03:00,Long,1517.5,1,30350,-50,-0.16,0,0.00,-60,-0.20,9010,18.02
7536,Exit short,2005-02-21 07:15,Long,1514,1,30300,20,0.07,80,0.26,0,0.00,9030,18.06
7536,Entry short,2005-02-21 03:30,Short,1515,1,30300,20,0.07,80,0.26,0,0.00,9030,18.06
7537,Exit long,2005-02-21 11:00,Short,1513.5,1,30280,-10,-0.03,30,0.10,-20,-0.07,9020,18.04
7537,Entry long,2005-02-21 07:15,Long,1514,1,30280,-10,-0.03,30,0.10,-20,-0.07,9020,18.04
7538,Exit short,2005-02-21 18:30,Long,1515.5,1,30270,-40,-0.13,10,0.03,-50,-0.17,8980,17.96
7538,Entry short,2005-02-21 11:00,Short,1513.5,1,30270,-40,-0.13,10,0.03,-50,-0.17,8980,17.96
7539,Exit long,2005-02-22 02:45,Short,1514,1,30310,-30,-0.10,10,0.03,-30,-0.10,8950,17.90
7539,Entry long,2005-02-21 18:30,Long,1515.5,1,30310,-30,-0.10,10,0.03,-30,-0.10,8950,17.90
7540,Exit short,2005-02-22 10:30,Short X,1525.5,1,30280,-230,-0.76,260,0.86,-230,-0.76,8720,17.44
7540,Entry short,2005-02-22 02:45,Short,1514,1,30280,-230,-0.76,260,0.86,-230,-0.76,8720,17.44
7541,Exit long,2005-02-22 11:15,Short,1515,1,30490,-190,-0.62,10,0.03,-210,-0.69,8530,17.06
7541,Entry long,2005-02-22 10:30,Long,1524.5,1,30490,-190,-0.62,10,0.03,-210,-0.69,8530,17.06
7542,Exit short,2005-02-22 18:30,Long,1500,1,30300,300,0.99,410,1.35,-100,-0.33,8830,17.66
7542,Entry short,2005-02-22 11:15,Short,1515,1,30300,300,0.99,410,1.35,-100,-0.33,8830,17.66
7543,Exit long,2005-02-22 22:30,Short,1500.5,1,30000,10,0.03,40,0.13,-10,-0.03,8840,17.68
7543,Entry long,2005-02-22 18:30,Long,1500,1,30000,10,0.03,40,0.13,-10,-0.03,8840,17.68
7544,Exit short,2005-02-23 07:45,Long,1502,1,30010,-30,-0.10,70,0.23,-40,-0.13,8810,17.62
7544,Entry short,2005-02-22 22:30,Short,1500.5,1,30010,-30,-0.10,70,0.23,-40,-0.13,8810,17.62
7545,Exit long,2005-02-23 10:00,Long X,1492,1,30040,-200,-0.67,140,0.47,-200,-0.67,8610,17.22
7545,Entry long,2005-02-23 07:45,Long,1502,1,30040,-200,-0.67,140,0.47,-200,-0.67,8610,17.22
7546,Exit short,2005-02-23 12:00,Long,1500.5,1,29940,-70,-0.23,100,0.33,-150,-0.50,8540,17.08
7546,Entry short,2005-02-23 10:00,Short,1497,1,29940,-70,-0.23,100,0.33,-150,-0.50,8540,17.08
7547,Exit long,2005-02-23 12:30,Short,1497.5,1,30010,-60,-0.20,0,0.00,-70,-0.23,8480,16.96
7547,Entry long,2005-02-23 12:00,Long,1500.5,1,30010,-60,-0.20,0,0.00,-70,-0.23,8480,16.96
7548,Exit short,2005-02-23 15:00,Long,1501,1,29950,-70,-0.23,140,0.47,-80,-0.27,8410,16.82
7548,Entry short,2005-02-23 12:30,Short,1497.5,1,29950,-70,-0.23,140,0.47,-80,-0.27,8410,16.82
7549,Exit long,2005-02-23 18:30,Short,1501.5,1,30020,10,0.03,90,0.30,-50,-0.17,8420,16.84
7549,Entry long,2005-02-23 15:00,Long,1501,1,30020,10,0.03,90,0.30,-50,-0.17,8420,16.84
7550,Exit short,2005-02-23 23:15,Long,1501,1,30030,10,0.03,30,0.10,-10,-0.03,8430,16.86
7550,Entry short,2005-02-23 18:30,Short,1501.5,1,30030,10,0.03,30,0.10,-10,-0.03,8430,16.86
7551,Exit long,2005-02-24 01:15,Short,1499.5,1,30020,-30,-0.10,20,0.07,-30,-0.10,8400,16.80
7551,Entry long,2005-02-23 23:15,Long,1501,1,30020,-30,-0.10,20,0.07,-30,-0.10,8400,16.80
7552,Exit short,2005-02-24 07:15,Long,1498.5,1,29990,20,0.07,70,0.23,-50,-0.17,8420,16.84
7552,Entry short,2005-02-24 01:15,Short,1499.5,1,29990,20,0.07,70,0.23,-50,-0.17,8420,16.84
7553,Exit long,2005-02-24 07:45,Short,1497,1,29970,-30,-0.10,0,0.00,-30,-0.10,8390,16.78
7553,Entry long,2005-02-24 07:15,Long,1498.5,1,29970,-30,-0.10,0,0.00,-30,-0.10,8390,16.78
7554,Exit short,2005-02-24 09:30,Short X,1502.25,1,29940,-105,-0.35,50,0.17,-105,-0.35,8285,16.57
7554,Entry short,2005-02-24 07:45,Short,1497,1,29940,-105,-0.35,50,0.17,-105,-0.35,8285,16.57
7555,Exit long,2005-02-24 18:30,Short,1519,1,30080,300,1.00,340,1.13,-10,-0.03,8585,17.17
7555,Entry long,2005-02-24 13:45,Long,1504,1,30080,300,1.00,340,1.13,-10,-0.03,8585,17.17
7556,Exit short,2005-02-25 01:30,Long,1520,1,30380,-20,-0.07,10,0.03,-30,-0.10,8565,17.13
7556,Entry short,2005-02-24 18:30,Short,1519,1,30380,-20,-0.07,10,0.03,-30,-0.10,8565,17.13
7557,Exit long,2005-02-25 02:30,Short,1519.5,1,30400,-10,-0.03,10,0.03,-30,-0.10,8555,17.11
7557,Entry long,2005-02-25 01:30,Long,1520,1,30400,-10,-0.03,10,0.03,-30,-0.10,8555,17.11
7558,Exit short,2005-02-25 04:15,Long,1521.5,1,30390,-40,-0.13,20,0.07,-60,-0.20,8515,17.03
7558,Entry short,2005-02-25 02:30,Short,1519.5,1,30390,-40,-0.13,20,0.07,-60,-0.20,8515,17.03
7559,Exit long,2005-02-25 06:30,Short,1522.5,1,30430,20,0.07,60,0.20,-10,-0.03,8535,17.07
7559,Entry long,2005-02-25 04:15,Long,1521.5,1,30430,20,0.07,60,0.20,-10,-0.03,8535,17.07
7560,Exit short,2005-02-25 11:30,Long,1523.5,1,30450,-20,-0.07,160,0.53,-60,-0.20,8515,17.03
7560,Entry short,2005-02-25 06:30,Short,1522.5,1,30450,-20,-0.07,160,0.53,-60,-0.20,8515,17.03
7561,Exit long,2005-02-25 13:30,Short,1524,1,30470,10,0.03,140,0.46,-60,-0.20,8525,17.05
7561,Entry long,2005-02-25 11:30,Long,1523.5,1,30470,10,0.03,140,0.46,-60,-0.20,8525,17.05
7562,Exit short,2005-02-25 14:15,Long,1525.5,1,30480,-30,-0.10,10,0.03,-110,-0.36,8495,16.99
7562,Entry short,2005-02-25 13:30,Short,1524,1,30480,-30,-0.10,10,0.03,-110,-0.36,8495,16.99
7563,Exit long,2005-02-25 14:45,Short,1524.5,1,30510,-20,-0.07,50,0.16,-60,-0.20,8475,16.95
7563,Entry long,2005-02-25 14:15,Long,1525.5,1,30510,-20,-0.07,50,0.16,-60,-0.20,8475,16.95
7564,Exit short,2005-02-25 15:15,Long,1528,1,30490,-70,-0.23,30,0.10,-110,-0.36,8405,16.81
7564,Entry short,2005-02-25 14:45,Short,1524.5,1,30490,-70,-0.23,30,0.10,-110,-0.36,8405,16.81
7565,Exit long,2005-02-27 21:00,Short,1532,1,30560,80,0.26,90,0.29,-30,-0.10,8485,16.97
7565,Entry long,2005-02-25 15:15,Long,1528,1,30560,80,0.26,90,0.29,-30,-0.10,8485,16.97
7566,Exit short,2005-02-28 00:45,Long,1532.5,1,30640,-10,-0.03,10,0.03,-20,-0.07,8475,16.95
7566,Entry short,2005-02-27 21:00,Short,1532,1,30640,-10,-0.03,10,0.03,-20,-0.07,8475,16.95
7567,Exit long,2005-02-28 01:30,Short,1531.5,1,30650,-20,-0.07,0,0.00,-20,-0.07,8455,16.91
7567,Entry long,2005-02-28 00:45,Long,1532.5,1,30650,-20,-0.07,0,0.00,-20,-0.07,8455,16.91
7568,Exit short,2005-02-28 03:00,Short X,1535,1,30630,-70,-0.23,10,0.03,-70,-0.23,8385,16.77
7568,Entry short,2005-02-28 01:30,Short,1531.5,1,30630,-70,-0.23,10,0.03,-70,-0.23,8385,16.77
7569,Exit long,2005-02-28 03:45,Short,1533,1,30690,-30,-0.10,0,0.00,-40,-0.13,8355,16.71
7569,Entry long,2005-02-28 03:15,Long,1534.5,1,30690,-30,-0.10,0,0.00,-40,-0.13,8355,16.71
7570,Exit short,2005-02-28 15:00,Long,1511.5,1,30660,430,1.40,670,2.19,-40,-0.13,8785,17.57
7570,Entry short,2005-02-28 03:45,Short,1533,1,30660,430,1.40,670,2.19,-40,-0.13,8785,17.57
7571,Exit long,2005-02-28 18:30,Short,1511.5,1,30230,0,0.00,100,0.33,-20,-0.07,8785,17.57
7571,Entry long,2005-02-28 15:00,Long,1511.5,1,30230,0,0.00,100,0.33,-20,-0.07,8785,17.57
7572,Exit short,2005-03-01 03:15,Long,1514.5,1,30230,-60,-0.20,10,0.03,-70,-0.23,8725,17.45
7572,Entry short,2005-02-28 18:30,Short,1511.5,1,30230,-60,-0.20,10,0.03,-70,-0.23,8725,17.45
7573,Exit long,2005-03-01 12:45,Short,1521,1,30290,130,0.43,310,1.02,-50,-0.17,8855,17.71
7573,Entry long,2005-03-01 03:15,Long,1514.5,1,30290,130,0.43,310,1.02,-50,-0.17,8855,17.71
7574,Exit short,2005-03-01 14:15,Long,1525,1,30420,-80,-0.26,90,0.30,-120,-0.39,8775,17.55
7574,Entry short,2005-03-01 12:45,Short,1521,1,30420,-80,-0.26,90,0.30,-120,-0.39,8775,17.55
7575,Exit long,2005-03-01 18:30,Short,1524,1,30500,-20,-0.07,140,0.46,-40,-0.13,8755,17.51
7575,Entry long,2005-03-01 14:15,Long,1525,1,30500,-20,-0.07,140,0.46,-40,-0.13,8755,17.51
7576,Exit short,2005-03-01 21:45,Long,1524,1,30480,0,0.00,10,0.03,-10,-0.03,8755,17.51
7576,Entry short,2005-03-01 18:30,Short,1524,1,30480,0,0.00,10,0.03,-10,-0.03,8755,17.51
7577,Exit long,2005-03-01 23:45,Short,1523,1,30480,-20,-0.07,0,0.00,-20,-0.07,8735,17.47
7577,Entry long,2005-03-01 21:45,Long,1524,1,30480,-20,-0.07,0,0.00,-20,-0.07,8735,17.47
7578,Exit short,2005-03-02 10:30,Long,1522,1,30460,20,0.07,120,0.39,-80,-0.26,8755,17.51
7578,Entry short,2005-03-01 23:45,Short,1523,1,30460,20,0.07,120,0.39,-80,-0.26,8755,17.51
7579,Exit long,2005-03-02 14:15,Short,1533,1,30440,220,0.72,430,1.41,-20,-0.07,8975,17.95
7579,Entry long,2005-03-02 10:30,Long,1522,1,30440,220,0.72,430,1.41,-20,-0.07,8975,17.95
7580,Exit short,2005-03-02 19:00,Long,1524.5,1,30660,170,0.55,200,0.65,-20,-0.07,9145,18.29
7580,Entry short,2005-03-02 14:15,Short,1533,1,30660,170,0.55,200,0.65,-20,-0.07,9145,18.29
7581,Exit long,2005-03-03 00:30,Short,1523.5,1,30490,-20,-0.07,10,0.03,-30,-0.10,9125,18.25
7581,Entry long,2005-03-02 19:00,Long,1524.5,1,30490,-20,-0.07,10,0.03,-30,-0.10,9125,18.25
7582,Exit short,2005-03-03 02:30,Long,1525,1,30470,-30,-0.10,10,0.03,-30,-0.10,9095,18.19
7582,Entry short,2005-03-03 00:30,Short,1523.5,1,30470,-30,-0.10,10,0.03,-30,-0.10,9095,18.19
7583,Exit long,2005-03-03 08:00,Short,1529,1,30500,80,0.26,150,0.49,-10,-0.03,9175,18.35
7583,Entry long,2005-03-03 02:30,Long,1525,1,30500,80,0.26,150,0.49,-10,-0.03,9175,18.35
