Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
144,Entry short,2001-01-25 03:15,Short,2716,1,54320,-180,-0.33,30,0.06,-180,-0.33,9930,19.86
145,Exit long,2001-01-25 08:30,Short,2728,1,54500,60,0.11,440,0.81,-90,-0.17,9990,19.98
145,Entry long,2001-01-25 04:45,Long,2725,1,54500,60,0.11,440,0.81,-90,-0.17,9990,19.98
146,Exit short,2001-01-25 20:30,Long,2565,1,54560,3260,5.98,3590,6.58,-290,-0.53,13250,26.50
146,Entry short,2001-01-25 08:30,Short,2728,1,54560,3260,5.98,3590,6.58,-290,-0.53,13250,26.50
147,Exit long,2001-01-26 00:30,Short,2562,1,51300,-60,-0.12,60,0.12,-110,-0.21,13190,26.38
147,Entry long,2001-01-25 20:30,Long,2565,1,51300,-60,-0.12,60,0.12,-110,-0.21,13190,26.38
148,Exit short,2001-01-26 03:45,Long,2580,1,51240,-360,-0.70,10,0.02,-360,-0.70,12830,25.66
148,Entry short,2001-01-26 00:30,Short,2562,1,51240,-360,-0.70,10,0.02,-360,-0.70,12830,25.66
149,Exit long,2001-01-26 04:45,Short,2570.5,1,51600,-190,-0.37,130,0.25,-200,-0.39,12640,25.28
149,Entry long,2001-01-26 03:45,Long,2580,1,51600,-190,-0.37,130,0.25,-200,-0.39,12640,25.28
150,Exit short,2001-01-26 12:45,Long,2613,1,51410,-850,-1.65,440,0.86,-950,-1.85,11790,23.58
150,Entry short,2001-01-26 04:45,Short,2570.5,1,51410,-850,-1.65,440,0.86,-950,-1.85,11790,23.58
151,Exit long,2001-01-29 01:45,Short,2632.5,1,52260,390,0.75,1000,1.91,-20,-0.04,12180,24.36
151,Entry long,2001-01-26 12:45,Long,2613,1,52260,390,0.75,1000,1.91,-20,-0.04,12180,24.36
152,Exit short,2001-01-29 04:45,Long,2623.5,1,52650,180,0.34,360,0.68,-100,-0.19,12360,24.72
152,Entry short,2001-01-29 01:45,Short,2632.5,1,52650,180,0.34,360,0.68,-100,-0.19,12360,24.72
153,Exit long,2001-01-29 07:45,Short,2613,1,52470,-210,-0.40,110,0.21,-350,-0.67,12150,24.30
153,Entry long,2001-01-29 04:45,Long,2623.5,1,52470,-210,-0.40,110,0.21,-350,-0.67,12150,24.30
154,Exit short,2001-01-29 10:00,Long,2637,1,52260,-480,-0.92,400,0.77,-590,-1.13,11670,23.34
154,Entry short,2001-01-29 07:45,Short,2613,1,52260,-480,-0.92,400,0.77,-590,-1.13,11670,23.34
155,Exit long,2001-01-29 10:30,Short,2614,1,52740,-460,-0.87,20,0.04,-580,-1.10,11210,22.42
155,Entry long,2001-01-29 10:00,Long,2637,1,52740,-460,-0.87,20,0.04,-580,-1.10,11210,22.42
156,Exit short,2001-01-29 11:00,Long,2637,1,52280,-460,-0.88,100,0.19,-460,-0.88,10750,21.50
156,Entry short,2001-01-29 10:30,Short,2614,1,52280,-460,-0.88,100,0.19,-460,-0.88,10750,21.50
157,Exit long,2001-01-29 18:30,Short,2705,1,52740,1360,2.58,1570,2.98,-170,-0.32,12110,24.22
157,Entry long,2001-01-29 11:00,Long,2637,1,52740,1360,2.58,1570,2.98,-170,-0.32,12110,24.22
158,Exit short,2001-01-30 01:30,Long,2697.5,1,54100,150,0.28,210,0.39,0,0.00,12260,24.52
158,Entry short,2001-01-29 18:30,Short,2705,1,54100,150,0.28,210,0.39,0,0.00,12260,24.52
159,Exit long,2001-01-30 05:45,Short,2689.5,1,53950,-160,-0.30,190,0.35,-230,-0.43,12100,24.20
159,Entry long,2001-01-30 01:30,Long,2697.5,1,53950,-160,-0.30,190,0.35,-230,-0.43,12100,24.20
160,Exit short,2001-01-30 08:00,Long,2684,1,53790,110,0.20,350,0.65,-80,-0.15,12210,24.42
160,Entry short,2001-01-30 05:45,Short,2689.5,1,53790,110,0.20,350,0.65,-80,-0.15,12210,24.42
161,Exit long,2001-01-30 10:45,Short,2700,1,53680,320,0.60,1050,1.96,-100,-0.19,12530,25.06
161,Entry long,2001-01-30 08:00,Long,2684,1,53680,320,0.60,1050,1.96,-100,-0.19,12530,25.06
162,Exit short,2001-01-30 11:15,Long,2718,1,54000,-360,-0.67,70,0.13,-390,-0.72,12170,24.34
162,Entry short,2001-01-30 10:45,Short,2700,1,54000,-360,-0.67,70,0.13,-390,-0.72,12170,24.34
163,Exit long,2001-01-30 12:00,Short,2692.5,1,54360,-510,-0.94,80,0.15,-640,-1.18,11660,23.32
163,Entry long,2001-01-30 11:15,Long,2718,1,54360,-510,-0.94,80,0.15,-640,-1.18,11660,23.32
164,Exit short,2001-01-30 15:45,Long,2700.5,1,53850,-160,-0.30,300,0.56,-450,-0.84,11500,23.00
164,Entry short,2001-01-30 12:00,Short,2692.5,1,53850,-160,-0.30,300,0.56,-450,-0.84,11500,23.00
165,Exit long,2001-01-30 18:45,Short,2698.5,1,54010,-40,-0.07,130,0.24,-560,-1.04,11460,22.92
165,Entry long,2001-01-30 15:45,Long,2700.5,1,54010,-40,-0.07,130,0.24,-560,-1.04,11460,22.92
166,Exit short,2001-01-30 19:30,Long,2706.5,1,53970,-160,-0.30,30,0.06,-210,-0.39,11300,22.60
166,Entry short,2001-01-30 18:45,Short,2698.5,1,53970,-160,-0.30,30,0.06,-210,-0.39,11300,22.60
167,Exit long,2001-01-30 22:00,Short,2708,1,54130,30,0.06,100,0.18,-10,-0.02,11330,22.66
167,Entry long,2001-01-30 19:30,Long,2706.5,1,54130,30,0.06,100,0.18,-10,-0.02,11330,22.66
168,Exit short,2001-01-31 04:00,Long,2707.5,1,54160,10,0.02,100,0.18,-60,-0.11,11340,22.68
168,Entry short,2001-01-30 22:00,Short,2708,1,54160,10,0.02,100,0.18,-60,-0.11,11340,22.68
169,Exit long,2001-01-31 04:45,Short,2700,1,54150,-150,-0.28,0,0.00,-160,-0.30,11190,22.38
169,Entry long,2001-01-31 04:00,Long,2707.5,1,54150,-150,-0.28,0,0.00,-160,-0.30,11190,22.38
170,Exit short,2001-01-31 07:00,Long,2704,1,54000,-80,-0.15,100,0.19,-110,-0.20,11110,22.22
170,Entry short,2001-01-31 04:45,Short,2700,1,54000,-80,-0.15,100,0.19,-110,-0.20,11110,22.22
171,Exit long,2001-01-31 12:00,Short,2694.5,1,54080,-190,-0.35,670,1.24,-240,-0.44,10920,21.84
171,Entry long,2001-01-31 07:00,Long,2704,1,54080,-190,-0.35,670,1.24,-240,-0.44,10920,21.84
172,Exit short,2001-01-31 13:45,Long,2710.5,1,53890,-320,-0.59,50,0.09,-460,-0.85,10600,21.20
172,Entry short,2001-01-31 12:00,Short,2694.5,1,53890,-320,-0.59,50,0.09,-460,-0.85,10600,21.20
173,Exit long,2001-01-31 14:15,Long X,2664.5,1,54210,-920,-1.70,590,1.09,-920,-1.70,9680,19.36
173,Entry long,2001-01-31 13:45,Long,2710.5,1,54210,-920,-1.70,590,1.09,-920,-1.70,9680,19.36
174,Exit short,2001-01-31 18:45,Long,2600.5,1,53640,1630,3.04,1840,3.43,-190,-0.35,11310,22.62
174,Entry short,2001-01-31 14:30,Short,2682,1,53640,1630,3.04,1840,3.43,-190,-0.35,11310,22.62
175,Exit long,2001-01-31 21:15,Short,2597.5,1,52010,-60,-0.12,160,0.31,-60,-0.12,11250,22.50
175,Entry long,2001-01-31 18:45,Long,2600.5,1,52010,-60,-0.12,160,0.31,-60,-0.12,11250,22.50
176,Exit short,2001-01-31 22:30,Long,2610,1,51950,-250,-0.48,0,0.00,-250,-0.48,11000,22.00
176,Entry short,2001-01-31 21:15,Short,2597.5,1,51950,-250,-0.48,0,0.00,-250,-0.48,11000,22.00
177,Exit long,2001-02-01 01:00,Short,2605.5,1,52200,-90,-0.17,0,0.00,-100,-0.19,10910,21.82
177,Entry long,2001-01-31 22:30,Long,2610,1,52200,-90,-0.17,0,0.00,-100,-0.19,10910,21.82
178,Exit short,2001-02-01 07:30,Long,2601,1,52110,90,0.17,610,1.17,-240,-0.46,11000,22.00
178,Entry short,2001-02-01 01:00,Short,2605.5,1,52110,90,0.17,610,1.17,-240,-0.46,11000,22.00
179,Exit long,2001-02-01 13:00,Short,2606,1,52020,100,0.19,930,1.79,-640,-1.23,11100,22.20
179,Entry long,2001-02-01 07:30,Long,2601,1,52020,100,0.19,930,1.79,-640,-1.23,11100,22.20
180,Exit short,2001-02-01 15:30,Long,2621.5,1,52120,-310,-0.59,520,1.00,-510,-0.98,10790,21.58
180,Entry short,2001-02-01 13:00,Short,2606,1,52120,-310,-0.59,520,1.00,-510,-0.98,10790,21.58
181,Exit long,2001-02-01 20:00,Short,2632,1,52430,210,0.40,430,0.82,-130,-0.25,11000,22.00
181,Entry long,2001-02-01 15:30,Long,2621.5,1,52430,210,0.40,430,0.82,-130,-0.25,11000,22.00
182,Exit short,2001-02-02 01:30,Long,2636,1,52640,-80,-0.15,40,0.08,-120,-0.23,10920,21.84
182,Entry short,2001-02-01 20:00,Short,2632,1,52640,-80,-0.15,40,0.08,-120,-0.23,10920,21.84
183,Exit long,2001-02-02 03:15,Short,2625,1,52720,-220,-0.42,20,0.04,-220,-0.42,10700,21.40
183,Entry long,2001-02-02 01:30,Long,2636,1,52720,-220,-0.42,20,0.04,-220,-0.42,10700,21.40
184,Exit short,2001-02-02 07:45,Long,2623,1,52500,40,0.08,320,0.61,-100,-0.19,10740,21.48
184,Entry short,2001-02-02 03:15,Short,2625,1,52500,40,0.08,320,0.61,-100,-0.19,10740,21.48
185,Exit long,2001-02-02 10:30,Long X,2568,1,52460,-1100,-2.10,320,0.61,-1100,-2.10,9640,19.28
185,Entry long,2001-02-02 07:45,Long,2623,1,52460,-1100,-2.10,320,0.61,-1100,-2.10,9640,19.28
186,Exit short,2001-02-02 12:30,Long,2553,1,51300,240,0.47,630,1.23,-200,-0.39,9880,19.76
186,Entry short,2001-02-02 10:30,Short,2565,1,51300,240,0.47,630,1.23,-200,-0.39,9880,19.76
187,Exit long,2001-02-02 15:00,Short,2507,1,51060,-920,-1.80,60,0.12,-980,-1.92,8960,17.92
187,Entry long,2001-02-02 12:30,Long,2553,1,51060,-920,-1.80,60,0.12,-980,-1.92,8960,17.92
188,Exit short,2001-02-04 21:00,Long,2490,1,50140,340,0.68,580,1.16,-130,-0.26,9300,18.60
188,Entry short,2001-02-02 15:00,Short,2507,1,50140,340,0.68,580,1.16,-130,-0.26,9300,18.60
189,Exit long,2001-02-04 22:30,Short,2487,1,49800,-60,-0.12,0,0.00,-80,-0.16,9240,18.48
189,Entry long,2001-02-04 21:00,Long,2490,1,49800,-60,-0.12,0,0.00,-80,-0.16,9240,18.48
190,Exit short,2001-02-05 02:30,Long,2480,1,49740,140,0.28,210,0.42,0,0.00,9380,18.76
190,Entry short,2001-02-04 22:30,Short,2487,1,49740,140,0.28,210,0.42,0,0.00,9380,18.76
191,Exit long,2001-02-05 06:30,Short,2475,1,49600,-100,-0.20,260,0.52,-100,-0.20,9280,18.56
191,Entry long,2001-02-05 02:30,Long,2480,1,49600,-100,-0.20,260,0.52,-100,-0.20,9280,18.56
192,Exit short,2001-02-05 07:00,Long,2484.5,1,49500,-190,-0.38,0,0.00,-270,-0.55,9090,18.18
192,Entry short,2001-02-05 06:30,Short,2475,1,49500,-190,-0.38,0,0.00,-270,-0.55,9090,18.18
193,Exit long,2001-02-05 07:30,Short,2477,1,49690,-150,-0.30,0,0.00,-190,-0.38,8940,17.88
193,Entry long,2001-02-05 07:00,Long,2484.5,1,49690,-150,-0.30,0,0.00,-190,-0.38,8940,17.88
194,Exit short,2001-02-05 08:00,Long,2483.5,1,49540,-130,-0.26,0,0.00,-210,-0.42,8810,17.62
194,Entry short,2001-02-05 07:30,Short,2477,1,49540,-130,-0.26,0,0.00,-210,-0.42,8810,17.62
195,Exit long,2001-02-05 08:30,Short,2476.5,1,49670,-140,-0.28,30,0.06,-190,-0.38,8670,17.34
195,Entry long,2001-02-05 08:00,Long,2483.5,1,49670,-140,-0.28,30,0.06,-190,-0.38,8670,17.34
196,Exit short,2001-02-05 10:30,Long,2483,1,49530,-130,-0.26,580,1.17,-410,-0.83,8540,17.08
196,Entry short,2001-02-05 08:30,Short,2476.5,1,49530,-130,-0.26,580,1.17,-410,-0.83,8540,17.08
197,Exit long,2001-02-05 12:15,Short,2465,1,49660,-360,-0.72,210,0.42,-550,-1.11,8180,16.36
197,Entry long,2001-02-05 10:30,Long,2483,1,49660,-360,-0.72,210,0.42,-550,-1.11,8180,16.36
198,Exit short,2001-02-05 14:45,Long,2464,1,49300,20,0.04,790,1.60,-140,-0.28,8200,16.40
198,Entry short,2001-02-05 12:15,Short,2465,1,49300,20,0.04,790,1.60,-140,-0.28,8200,16.40
199,Exit long,2001-02-05 20:30,Short,2488,1,49280,480,0.97,570,1.16,-50,-0.10,8680,17.36
199,Entry long,2001-02-05 14:45,Long,2464,1,49280,480,0.97,570,1.16,-50,-0.10,8680,17.36
200,Exit short,2001-02-06 01:00,Long,2487,1,49760,20,0.04,90,0.18,0,0.00,8700,17.40
200,Entry short,2001-02-05 20:30,Short,2488,1,49760,20,0.04,90,0.18,0,0.00,8700,17.40
201,Exit long,2001-02-06 03:45,Short,2482,1,49740,-100,-0.20,70,0.14,-140,-0.28,8600,17.20
201,Entry long,2001-02-06 01:00,Long,2487,1,49740,-100,-0.20,70,0.14,-140,-0.28,8600,17.20
202,Exit short,2001-02-06 05:45,Long,2490,1,49640,-160,-0.32,210,0.42,-220,-0.44,8440,16.88
202,Entry short,2001-02-06 03:45,Short,2482,1,49640,-160,-0.32,210,0.42,-220,-0.44,8440,16.88
203,Exit long,2001-02-06 08:45,Short,2485.5,1,49800,-90,-0.18,330,0.66,-140,-0.28,8350,16.70
203,Entry long,2001-02-06 05:45,Long,2490,1,49800,-90,-0.18,330,0.66,-140,-0.28,8350,16.70
204,Exit short,2001-02-06 09:30,Short X,2511.75,1,49710,-525,-1.06,240,0.48,-525,-1.06,7825,15.65
204,Entry short,2001-02-06 08:45,Short,2485.5,1,49710,-525,-1.06,240,0.48,-525,-1.06,7825,15.65
205,Exit long,2001-02-06 13:00,Short,2518.5,1,50430,-60,-0.12,520,1.03,-80,-0.16,7765,15.53
205,Entry long,2001-02-06 10:15,Long,2521.5,1,50430,-60,-0.12,520,1.03,-80,-0.16,7765,15.53
206,Exit short,2001-02-06 19:30,Long,2451.5,1,50370,1340,2.66,1490,2.96,-50,-0.10,9105,18.21
206,Entry short,2001-02-06 13:00,Short,2518.5,1,50370,1340,2.66,1490,2.96,-50,-0.10,9105,18.21
207,Exit long,2001-02-07 03:15,Short,2447,1,49030,-90,-0.18,130,0.27,-150,-0.31,9015,18.03
207,Entry long,2001-02-06 19:30,Long,2451.5,1,49030,-90,-0.18,130,0.27,-150,-0.31,9015,18.03
208,Exit short,2001-02-07 09:30,Long,2447,1,48940,0,0.00,400,0.82,-200,-0.41,9015,18.03
208,Entry short,2001-02-07 03:15,Short,2447,1,48940,0,0.00,400,0.82,-200,-0.41,9015,18.03
209,Exit long,2001-02-07 10:15,Short,2431.5,1,48940,-310,-0.63,310,0.63,-440,-0.90,8705,17.41
209,Entry long,2001-02-07 09:30,Long,2447,1,48940,-310,-0.63,310,0.63,-440,-0.90,8705,17.41
210,Exit short,2001-02-07 15:15,Long,2446,1,48630,-290,-0.60,1390,2.86,-300,-0.62,8415,16.83
210,Entry short,2001-02-07 10:15,Short,2431.5,1,48630,-290,-0.60,1390,2.86,-300,-0.62,8415,16.83
211,Exit long,2001-02-07 19:15,Short,2446.5,1,48920,10,0.02,70,0.14,-520,-1.06,8425,16.85
211,Entry long,2001-02-07 15:15,Long,2446,1,48920,10,0.02,70,0.14,-520,-1.06,8425,16.85
212,Exit short,2001-02-08 00:45,Long,2445.5,1,48930,20,0.04,90,0.18,-130,-0.27,8445,16.89
212,Entry short,2001-02-07 19:15,Short,2446.5,1,48930,20,0.04,90,0.18,-130,-0.27,8445,16.89
213,Exit long,2001-02-08 02:15,Short,2436,1,48910,-190,-0.39,50,0.10,-200,-0.41,8255,16.51
213,Entry long,2001-02-08 00:45,Long,2445.5,1,48910,-190,-0.39,50,0.10,-200,-0.41,8255,16.51
214,Exit short,2001-02-08 03:45,Long,2440,1,48720,-80,-0.16,110,0.23,-80,-0.16,8175,16.35
214,Entry short,2001-02-08 02:15,Short,2436,1,48720,-80,-0.16,110,0.23,-80,-0.16,8175,16.35
215,Exit long,2001-02-08 08:30,Short,2453,1,48800,260,0.53,440,0.90,-20,-0.04,8435,16.87
215,Entry long,2001-02-08 03:45,Long,2440,1,48800,260,0.53,440,0.90,-20,-0.04,8435,16.87
216,Exit short,2001-02-08 09:15,Long,2455.5,1,49060,-50,-0.10,140,0.29,-80,-0.16,8385,16.77
216,Entry short,2001-02-08 08:30,Short,2453,1,49060,-50,-0.10,140,0.29,-80,-0.16,8385,16.77
217,Exit long,2001-02-08 09:45,Short,2439.5,1,49110,-320,-0.65,180,0.37,-440,-0.90,8065,16.13
217,Entry long,2001-02-08 09:15,Long,2455.5,1,49110,-320,-0.65,180,0.37,-440,-0.90,8065,16.13
218,Exit short,2001-02-08 10:15,Long,2468.5,1,48790,-580,-1.19,70,0.14,-700,-1.43,7485,14.97
218,Entry short,2001-02-08 09:45,Short,2439.5,1,48790,-580,-1.19,70,0.14,-700,-1.43,7485,14.97
219,Exit long,2001-02-08 11:00,Short,2443,1,49370,-510,-1.03,200,0.41,-540,-1.09,6975,13.95
219,Entry long,2001-02-08 10:15,Long,2468.5,1,49370,-510,-1.03,200,0.41,-540,-1.09,6975,13.95
220,Exit short,2001-02-08 21:15,Long,2361.5,1,48860,1630,3.34,1670,3.42,-70,-0.14,8605,17.21
220,Entry short,2001-02-08 11:00,Short,2443,1,48860,1630,3.34,1670,3.42,-70,-0.14,8605,17.21
221,Exit long,2001-02-09 03:15,Short,2370,1,47230,170,0.36,250,0.53,-30,-0.06,8775,17.55
221,Entry long,2001-02-08 21:15,Long,2361.5,1,47230,170,0.36,250,0.53,-30,-0.06,8775,17.55
222,Exit short,2001-02-11 19:00,Long,2278.5,1,47400,1830,3.86,2050,4.32,-90,-0.19,10605,21.21
222,Entry short,2001-02-09 03:15,Short,2370,1,47400,1830,3.86,2050,4.32,-90,-0.19,10605,21.21
223,Exit long,2001-02-11 21:30,Short,2283.5,1,45570,100,0.22,190,0.42,-90,-0.20,10705,21.41
223,Entry long,2001-02-11 19:00,Long,2278.5,1,45570,100,0.22,190,0.42,-90,-0.20,10705,21.41
224,Exit short,2001-02-12 02:30,Long,2289.5,1,45670,-120,-0.26,70,0.15,-120,-0.26,10585,21.17
224,Entry short,2001-02-11 21:30,Short,2283.5,1,45670,-120,-0.26,70,0.15,-120,-0.26,10585,21.17
225,Exit long,2001-02-12 05:00,Short,2291,1,45790,30,0.07,180,0.39,-90,-0.20,10615,21.23
225,Entry long,2001-02-12 02:30,Long,2289.5,1,45790,30,0.07,180,0.39,-90,-0.20,10615,21.23
226,Exit short,2001-02-12 05:30,Long,2299,1,45820,-160,-0.35,0,0.00,-160,-0.35,10455,20.91
226,Entry short,2001-02-12 05:00,Short,2291,1,45820,-160,-0.35,0,0.00,-160,-0.35,10455,20.91
227,Exit long,2001-02-12 06:45,Short,2288.5,1,45980,-210,-0.46,20,0.04,-280,-0.61,10245,20.49
227,Entry long,2001-02-12 05:30,Long,2299,1,45980,-210,-0.46,20,0.04,-280,-0.61,10245,20.49
228,Exit short,2001-02-12 10:45,Long,2326,1,45770,-750,-1.64,930,2.03,-760,-1.66,9495,18.99
228,Entry short,2001-02-12 06:45,Short,2288.5,1,45770,-750,-1.64,930,2.03,-760,-1.66,9495,18.99
229,Exit long,2001-02-12 11:30,Short,2286,1,46520,-800,-1.72,180,0.39,-800,-1.72,8695,17.39
229,Entry long,2001-02-12 10:45,Long,2326,1,46520,-800,-1.72,180,0.39,-800,-1.72,8695,17.39
230,Exit short,2001-02-12 14:45,Long,2300.5,1,45720,-290,-0.63,600,1.31,-410,-0.90,8405,16.81
230,Entry short,2001-02-12 11:30,Short,2286,1,45720,-290,-0.63,600,1.31,-410,-0.90,8405,16.81
231,Exit long,2001-02-12 20:30,Short,2307.5,1,46010,140,0.30,310,0.67,-200,-0.43,8545,17.09
231,Entry long,2001-02-12 14:45,Long,2300.5,1,46010,140,0.30,310,0.67,-200,-0.43,8545,17.09
232,Exit short,2001-02-13 02:15,Long,2308.5,1,46150,-20,-0.04,30,0.07,-60,-0.13,8525,17.05
232,Entry short,2001-02-12 20:30,Short,2307.5,1,46150,-20,-0.04,30,0.07,-60,-0.13,8525,17.05
233,Exit long,2001-02-13 07:00,Short,2301.5,1,46170,-140,-0.30,200,0.43,-270,-0.58,8385,16.77
233,Entry long,2001-02-13 02:15,Long,2308.5,1,46170,-140,-0.30,200,0.43,-270,-0.58,8385,16.77
234,Exit short,2001-02-13 08:30,Long,2320,1,46030,-370,-0.80,190,0.41,-390,-0.85,8015,16.03
234,Entry short,2001-02-13 07:00,Short,2301.5,1,46030,-370,-0.80,190,0.41,-390,-0.85,8015,16.03
235,Exit long,2001-02-13 12:00,Short,2347.5,1,46400,550,1.19,1360,2.93,0,0.00,8565,17.13
235,Entry long,2001-02-13 08:30,Long,2320,1,46400,550,1.19,1360,2.93,0,0.00,8565,17.13
236,Exit short,2001-02-13 19:00,Long,2219.5,1,46950,2560,5.45,2720,5.79,-290,-0.62,11125,22.25
236,Entry short,2001-02-13 12:00,Short,2347.5,1,46950,2560,5.45,2720,5.79,-290,-0.62,11125,22.25
237,Exit long,2001-02-14 02:15,Short,2228.5,1,44390,180,0.41,290,0.65,-60,-0.14,11305,22.61
237,Entry long,2001-02-13 19:00,Long,2219.5,1,44390,180,0.41,290,0.65,-60,-0.14,11305,22.61
238,Exit short,2001-02-14 11:45,Long,2247.5,1,44570,-380,-0.85,950,2.13,-690,-1.55,10925,21.85
238,Entry short,2001-02-14 02:15,Short,2228.5,1,44570,-380,-0.85,950,2.13,-690,-1.55,10925,21.85
239,Exit long,2001-02-14 19:45,Short,2340.5,1,44950,1860,4.14,1900,4.23,-670,-1.49,12785,25.57
239,Entry long,2001-02-14 11:45,Long,2247.5,1,44950,1860,4.14,1900,4.23,-670,-1.49,12785,25.57
240,Exit short,2001-02-15 03:15,Long,2331,1,46810,190,0.41,240,0.51,-40,-0.09,12975,25.95
240,Entry short,2001-02-14 19:45,Short,2340.5,1,46810,190,0.41,240,0.51,-40,-0.09,12975,25.95
241,Exit long,2001-02-15 04:00,Short,2322,1,46620,-180,-0.39,70,0.15,-280,-0.60,12795,25.59
241,Entry long,2001-02-15 03:15,Long,2331,1,46620,-180,-0.39,70,0.15,-280,-0.60,12795,25.59
242,Exit short,2001-02-15 05:15,Long,2323,1,46440,-20,-0.04,70,0.15,-60,-0.13,12775,25.55
242,Entry short,2001-02-15 04:00,Short,2322,1,46440,-20,-0.04,70,0.15,-60,-0.13,12775,25.55
243,Exit long,2001-02-15 15:15,Short,2391.5,1,46460,1370,2.95,2280,4.91,-240,-0.52,14145,28.29
243,Entry long,2001-02-15 05:15,Long,2323,1,46460,1370,2.95,2280,4.91,-240,-0.52,14145,28.29
244,Exit short,2001-02-15 20:00,Long,2315,1,47830,1530,3.20,1560,3.26,-10,-0.02,15675,31.35
244,Entry short,2001-02-15 15:15,Short,2391.5,1,47830,1530,3.20,1560,3.26,-10,-0.02,15675,31.35
